"","UNIQUE_CARRIER_NAME","YEAR","MONTH","sum_seats","sum_passengers","sum_distance","sum_airtime","Date","log_passenger","log_seats","log_airtime","log_distance"
"221","Allegiant Air",2015,9,665161,551632,573295,470766,2015-09-01,13.2206382490726,13.4077858989927,13.0621185584537,13.2591574417223
"222","Allegiant Air",2015,10,891351,748732,695065,644136,2015-10-01,13.5261377236465,13.700494690165,13.3756667153813,13.4517620840669
"223","Allegiant Air",2015,11,939813,777280,838192,692318,2015-11-01,13.5635572113328,13.7534372623264,13.4478021110389,13.6390036632094
"224","Allegiant Air",2015,12,1028819,849064,792410,777594,2015-12-01,13.6518910230225,13.843923072401,13.5639611020665,13.582835475588
"225","Aloha Air Cargo",2015,1,0,0,7733,26898,2015-01-01,0,0,10.1998443901777,8.95338147216724
"226","Aloha Air Cargo",2015,2,0,0,7733,23900,2015-02-01,0,0,10.0816755780485,8.95338147216724
"227","Aloha Air Cargo",2015,3,0,0,7536,24972,2015-03-01,0,0,10.1255505202301,8.92757950384347
"228","Aloha Air Cargo",2015,4,0,0,4007,26155,2015-04-01,0,0,10.1718338886812,8.2960476427647
"229","Aloha Air Cargo",2015,5,0,0,4035,24775,2015-05-01,0,0,10.117630721653,8.3030093814735
"230","Aloha Air Cargo",2015,6,0,0,3700,26094,2015-06-01,0,0,10.1694990040775,8.21635833238616
"231","Aloha Air Cargo",2015,8,0,0,3803,24879,2015-08-01,0,0,10.1218195468531,8.24380842366528
"232","Aloha Air Cargo",2015,9,0,0,4326,24163,2015-09-01,0,0,10.0926192012586,8.37262974022488
"233","Aloha Air Cargo",2015,10,0,0,4288,24576,2015-10-01,0,0,10.1095663252237,8.36380888451688
"234","Aloha Air Cargo",2015,11,0,0,3868,24937,2015-11-01,0,0,10.1241480235565,8.26075135470051
"235","Aloha Air Cargo",2015,12,0,0,3803,29088,2015-12-01,0,0,10.2781153748241,8.24380842366528
"236","American Airlines Inc.",2015,1,6652976,5162734,766338,6264201,2015-01-01,15.4569770357965,15.710574981631,15.6503617638978,13.5493799095692
"237","American Airlines Inc.",2015,2,5750695,4703114,699874,5437391,2015-02-01,15.3637356131054,15.5648314489266,15.5088100921129,13.4586570266512
"238","American Airlines Inc.",2015,3,6879387,5750242,782447,6519188,2015-03-01,15.5647526727501,15.7440402524646,15.6902605396631,13.5701827455142
"239","American Airlines Inc.",2015,4,6878772,5725661,839385,6512787,2015-04-01,15.5604687339073,15.7439508509813,15.6892781867147,13.6404259511626
"240","American Airlines Inc.",2015,5,6790347,5744058,848471,6466302,2015-05-01,15.5636766612452,15.7310127500625,15.6821150966707,13.6511923637012
"241","American Airlines Inc.",2015,6,6809242,5983555,880815,6439287,2015-06-01,15.6045255980227,15.7337915118882,15.6779285329622,13.6886040295299
"242","American Airlines Inc.",2015,7,12497241,11124907,1536657,11236536,2015-07-01,16.2246971163195,16.3410185379279,16.2346812588731,14.2451204863756
"243","American Airlines Inc.",2015,8,12192093,10681235,1648419,10931080,2015-08-01,16.1839991151372,16.3162982668526,16.2071207573665,14.3153278113506
"244","American Airlines Inc.",2015,9,11221846,9493450,1592039,9830253,2015-09-01,16.066112750426,16.2333730612668,16.1009753310571,14.280526770699
"245","American Airlines Inc.",2015,10,11813423,10308524,1641171,10261588,2015-10-01,16.1484817807729,16.2847470699472,16.1439182590096,14.3109211787173
"246","American Airlines Inc.",2015,11,11396399,9590796,1671077,9888827,2015-11-01,16.0763145508099,16.248808074019,16.1069161930379,14.3289794851237
"247","American Airlines Inc.",2015,12,11777827,9817766,1738409,10470940,2015-12-01,16.0997042613976,16.281729338882,16.1641144546439,14.3684814603238
"248","Amerijet International",2015,1,0,0,2194,6480,2015-01-01,0,0,8.77663009842772,7.69393732550927
"249","Amerijet International",2015,2,0,0,2090,7432,2015-02-01,0,0,8.91368482472529,7.64539769942863
"250","Amerijet International",2015,3,0,0,2090,8755,2015-03-01,0,0,9.07749445864275,7.64539769942863
"251","Amerijet International",2015,4,0,0,2090,9012,2015-04-01,0,0,9.10642325855641,7.64539769942863
"252","Amerijet International",2015,5,0,0,2090,8713,2015-05-01,0,0,9.07268620667739,7.64539769942863
"253","Amerijet International",2015,6,0,0,2090,8240,2015-06-01,0,0,9.01687697476338,7.64539769942863
"254","Amerijet International",2015,7,0,0,2090,7214,2015-07-01,0,0,8.88391747120797,7.64539769942863
"255","Amerijet International",2015,8,0,0,2111,8148,2015-08-01,0,0,9.00565049932022,7.65539064482615
"256","Amerijet International",2015,9,0,0,2111,8181,2015-09-01,0,0,9.00969189848934,7.65539064482615
"257","Amerijet International",2015,10,0,0,2621,12028,2015-10-01,0,0,9.39507567999407,7.87169266432365
"258","Amerijet International",2015,11,0,0,2090,9362,2015-11-01,0,0,9.14452103093889,7.64539769942863
"259","Amerijet International",2015,12,0,0,2090,10460,2015-12-01,0,0,9.25540933534376,7.64539769942863
"260","Ameristar Air Cargo",2015,1,3440,1317,47974,9546,2015-01-01,7.18387071506245,8.14351740579748,9.16398224799803,10.7784353208759
"261","Ameristar Air Cargo",2015,2,3659,1255,72081,12903,2015-02-01,7.13568734702814,8.20521842639541,9.46529261980504,11.1855596388451
"262","Ameristar Air Cargo",2015,3,6722,2419,77037,12745,2015-03-01,7.79152281915073,8.81328976246904,9.45297277587424,11.252054085595
"263","Ameristar Air Cargo",2015,4,1064,369,38413,8854,2015-04-01,5.91350300563827,6.97073007814353,9.08873755021693,10.5561772554648
"264","Ameristar Air Cargo",2015,5,2849,909,76298,13188,2015-05-01,6.8134445995109,7.9550742732627,9.48713842782588,11.2424151110268
"265","Ameristar Air Cargo",2015,6,1302,620,58018,9807,2015-06-01,6.43133108193348,7.17242457712485,9.19095365817599,10.9685258220908
"266","Ameristar Air Cargo",2015,7,586,84,27623,4220,2015-07-01,4.44265125649032,6.3750248198281,8.3478273457825,10.2264402390698
"267","Ameristar Air Cargo",2015,8,0,0,47243,8675,2015-08-01,0,0,9.06831587194677,10.7630809407317
"268","Ameristar Air Cargo",2015,10,1509,571,86432,16681,2015-10-01,6.3491389913798,7.31986492980897,9.72208557280156,11.3671248263144
"269","Ameristar Air Cargo",2015,11,4101,1187,73541,11960,2015-11-01,7.08002649992259,8.31922993863233,9.38940663604946,11.2056119505692
"270","Ameristar Air Cargo",2015,12,4515,1564,48839,7204,2015-12-01,7.35564110297425,8.41538192526955,8.88253050843362,10.7963049282246
"271","Antonov Company",2015,1,0,0,320,0,2015-01-01,0,0,0,5.77144112313002
"272","Antonov Company",2015,2,0,0,5404,0,2015-02-01,0,0,0,8.59507973007331
"273","Antonov Company",2015,3,0,0,8689,0,2015-03-01,0,0,0,9.06992821825944
"274","Antonov Company",2015,4,0,0,1768,0,2015-04-01,0,0,0,7.47816969415979
"275","Antonov Company",2015,6,0,0,3312,0,2015-06-01,0,0,0,8.1056094022999
"276","Antonov Company",2015,7,0,0,2095,0,2015-07-01,0,0,0,7.64778604544093
"277","Antonov Company",2015,9,0,0,3354,0,2015-09-01,0,0,0,8.11820704940578
"278","Antonov Company",2015,10,0,0,2366,0,2015-10-01,0,0,0,7.76937860951398
"279","Antonov Company",2015,11,0,0,4540,0,2015-11-01,0,0,0,8.42090253109795
"280","Antonov Company",2015,12,0,0,4190,0,2015-12-01,0,0,0,8.34069464792507
"281","Asia Pacific",2015,1,0,0,5198,2677,2015-01-01,0,0,7.89282552625112,8.55622157838371
"282","Asia Pacific",2015,2,0,0,5327,1852,2015-02-01,0,0,7.52456122628536,8.58073121222023
"283","Asia Pacific",2015,3,0,0,5198,2091,2015-03-01,0,0,7.64587582518481,8.55622157838371
"284","Asia Pacific",2015,4,0,0,5198,2073,2015-04-01,0,0,7.63723438878947,8.55622157838371
"285","Asia Pacific",2015,5,0,0,5198,2998,2015-05-01,0,0,8.00603417874901,8.55622157838371
"286","Asia Pacific",2015,6,0,0,5198,2078,2015-06-01,0,0,7.63964228785801,8.55622157838371
"287","Asia Pacific",2015,7,0,0,5327,2714,2015-07-01,0,0,7.90654723236804,8.58073121222023
"288","Asia Pacific",2015,8,0,0,5456,2311,2015-08-01,0,0,7.74586822979227,8.60465446718623
"289","Asia Pacific",2015,9,0,0,5456,2139,2015-09-01,0,0,7.6685611080159,8.60465446718623
"290","Asia Pacific",2015,10,0,0,5456,2803,2015-10-01,0,0,7.93880224815448,8.60465446718623
"291","Asia Pacific",2015,11,0,0,5198,1766,2015-11-01,0,0,7.4770384723197,8.55622157838371
"292","Asia Pacific",2015,12,0,0,5456,2445,2015-12-01,0,0,7.80220931624712,8.60465446718623
"293","Asiana Airlines Inc.",2015,1,0,0,9363,0,2015-01-01,0,0,0,9.1446278286108
"294","Asiana Airlines Inc.",2015,2,0,0,5965,0,2015-02-01,0,0,0,8.69383196507469
"295","Asiana Airlines Inc.",2015,3,0,0,6026,0,2015-03-01,0,0,0,8.70400465348304
"296","Asiana Airlines Inc.",2015,4,0,0,7809,0,2015-04-01,0,0,0,8.96316024283373
"297","Asiana Airlines Inc.",2015,5,0,0,7809,0,2015-05-01,0,0,0,8.96316024283373
"298","Asiana Airlines Inc.",2015,6,0,0,7078,0,2015-06-01,0,0,0,8.86488793377419
"299","Asiana Airlines Inc.",2015,7,0,0,7809,0,2015-07-01,0,0,0,8.96316024283373
"300","Asiana Airlines Inc.",2015,8,0,0,7809,0,2015-08-01,0,0,0,8.96316024283373
"301","Asiana Airlines Inc.",2015,9,0,0,7809,0,2015-09-01,0,0,0,8.96316024283373
"302","Asiana Airlines Inc.",2015,10,0,0,4555,0,2015-10-01,0,0,0,8.42420032456707
"303","Asiana Airlines Inc.",2015,11,0,0,4555,0,2015-11-01,0,0,0,8.42420032456707
"304","Asiana Airlines Inc.",2015,12,0,0,7372,0,2015-12-01,0,0,0,8.90557995798965
"305","Atlas Air Inc.",2015,1,13249,3984,118432,73552,2015-01-01,8.29029259122431,9.49175283141437,11.205761513777,11.6821026788141
"306","Atlas Air Inc.",2015,2,2830,447,125442,85634,2015-02-01,6.10479323241498,7.9483852851119,11.3578493570665,11.7396067511146
"307","Atlas Air Inc.",2015,3,4305,535,176080,126245,2015-03-01,6.2841341610708,8.36776467792431,11.7459876634674,12.0786993954209
"308","Atlas Air Inc.",2015,4,11920,890,123943,106701,2015-04-01,6.79234442747081,9.386056829718,11.5777951812566,11.7275851296761
"309","Atlas Air Inc.",2015,5,5003,572,146978,106859,2015-05-01,6.35088571671474,8.5179928715868,11.5792748455118,11.898044998413
"310","Atlas Air Inc.",2015,6,13890,2951,133932,103646,2015-06-01,7.99023818572036,9.53899642739739,11.548746173885,11.8050949538914
"311","Atlas Air Inc.",2015,7,3781,776,143198,109852,2015-07-01,6.65544035036765,8.2380082492184,11.606898387408,11.8719905502441
"312","Atlas Air Inc.",2015,8,3011,383,127464,104860,2015-08-01,5.95064255258773,8.01035958891978,11.5603909426059,11.755597096092
"313","Atlas Air Inc.",2015,9,3630,979,142163,106519,2015-09-01,6.88755257166462,8.19726337141434,11.5760880399279,11.8647365997428
"314","Atlas Air Inc.",2015,10,3164,329,147870,100110,2015-10-01,5.79909265446053,8.05990833457828,11.5140348493757,11.9040955510416
"315","Atlas Air Inc.",2015,11,3132,219,129145,96700,2015-11-01,5.39362754635236,8.04974629095219,11.4793790226495,11.7686988263061
"316","Atlas Air Inc.",2015,12,20108,6563,263093,162428,2015-12-01,8.78935545220998,9.90892275502607,11.9979962621963,12.4802666617512
"317","Avjet Corporation",2015,1,1705,479,130811,18793,2015-01-01,6.17378610390194,7.44190672805162,9.84129294894301,11.7815164569164
"318","Avjet Corporation",2015,2,1700,408,122920,18525,2015-02-01,6.0137151560428,7.43897159239586,9.82693042981397,11.7192971515839
"319","Avjet Corporation",2015,3,2260,525,172432,24836,2015-03-01,6.26530121273771,7.72356247227797,10.1200897558069,12.0577640342074
"320","Avjet Corporation",2015,4,2454,627,155085,23323,2015-04-01,6.4425401664682,7.80588204022862,10.057238152342,11.951735080745
"321","Avjet Corporation",2015,5,1992,469,156697,22002,2015-05-01,6.1527326947041,7.59739632021279,9.99893408668014,11.9620756650208
"322","Avjet Corporation",2015,6,1820,384,161826,22024,2015-06-01,5.95324333428778,7.50714107972761,9.99993345080438,11.9942831423672
"323","Avjet Corporation",2015,7,1832,398,128702,18866,2015-07-01,5.98896141688986,7.5137092478397,9.84516964321161,11.7652627033359
"324","Avjet Corporation",2015,8,1504,309,135561,18580,2015-08-01,5.73657229747919,7.31654817718298,9.82989483223276,11.8171843792268
"325","Avjet Corporation",2015,9,1246,407,125983,18779,2015-09-01,6.01126717440416,7.12849594568004,9.84054775276225,11.7439101937435
"326","Avjet Corporation",2015,10,2002,449,153833,21267,2015-10-01,6.10924758276437,7.60240133566582,9.96495887462423,11.943629377942
"327","Avjet Corporation",2015,11,1553,371,133585,19244,2015-11-01,5.91889385427315,7.34858753092759,9.86500656571785,11.8025007441746
"328","Avjet Corporation",2015,12,1853,573,125923,20123,2015-12-01,6.35262939631957,7.5251007461258,9.90966841161121,11.7434338293475
"329","Bemidji Airlines",2015,2,14,0,1791,2214,2015-02-01,0,2.70805020110221,7.70300768247924,7.49108759353488
"330","Bemidji Airlines",2015,3,14,0,1791,2265,2015-03-01,0,2.70805020110221,7.72577144158795,7.49108759353488
"331","Bemidji Airlines",2015,4,16,0,1990,2358,2015-04-01,0,2.83321334405622,7.76599307940768,7.5963923040642
"332","Bemidji Airlines",2015,5,15,0,1990,2226,2015-05-01,0,2.77258872223978,7.70841066725737,7.5963923040642
"333","Bemidji Airlines",2015,6,12,0,1507,2388,2015-06-01,0,2.56494935746154,7.77863014732581,7.3185395485679
"334","Bemidji Airlines",2015,7,13,0,1592,2334,2015-07-01,0,2.63905732961526,7.755767170103,7.37337430991005
"335","Bemidji Airlines",2015,8,13,0,1592,2444,2015-08-01,0,2.63905732961526,7.80180040190897,7.37337430991005
"336","Bemidji Airlines",2015,9,13,0,1592,2484,2015-09-01,0,2.63905732961526,7.81802793853073,7.37337430991005
"337","Bemidji Airlines",2015,10,13,0,1592,2598,2015-10-01,0,2.63905732961526,7.86288203464149,7.37337430991005
"338","Bemidji Airlines",2015,11,13,0,1592,2267,2015-11-01,0,2.63905732961526,7.72665366484764,7.37337430991005
"339","Bemidji Airlines",2015,12,8,0,1194,2436,2015-12-01,0,2.19722457733622,7.79852305362521,7.08590146436561
"340","Bering Air Inc.",2015,1,21435,8905,46769,68766,2015-01-01,9.09448048588165,9.97282703061474,11.1384792576892,10.7529972507199
"341","Bering Air Inc.",2015,2,17579,7237,46472,56758,2015-02-01,8.88710020412369,9.77451717123917,10.9465695130779,10.7466267777745
"342","Bering Air Inc.",2015,3,25043,10244,55461,78022,2015-03-01,9.234545060673,10.1283895568652,11.2647589340005,10.9234533805462
"343","Bering Air Inc.",2015,4,20666,7549,39360,65402,2015-04-01,8.92930284224307,9.93629350426131,11.0883234079529,10.5805307573475
"344","Bering Air Inc.",2015,5,21726,7741,47406,75819,2015-05-01,8.95441533113759,9.98631100573524,11.2361173890703,10.7665251761045
"345","Bering Air Inc.",2015,6,20988,7017,53054,72980,2015-06-01,8.85623355614316,9.95175376994562,11.1979544122808,10.8790843903077
"346","Bering Air Inc.",2015,7,18154,6006,61339,70572,2015-07-01,8.70068073485016,9.80670128384844,11.1644029140733,11.0241874376682
"347","Bering Air Inc.",2015,8,23944,8044,60225,99204,2015-08-01,8.99280605942648,10.0835148127767,11.5049436952286,11.0058594317454
"348","Bering Air Inc.",2015,9,25267,9558,76705,96338,2015-09-01,9.16523839806376,10.1372940520186,11.4756285002258,11.2477352111537
"349","Bering Air Inc.",2015,10,24349,11011,47281,80054,2015-10-01,9.3067408662625,10.1002871285107,11.2904691774362,10.7638849523697
"350","Bering Air Inc.",2015,11,19450,8416,42088,60223,2015-11-01,9.03800874921158,9.87565376160669,11.0058262229451,10.6475417028699
"351","Bering Air Inc.",2015,12,20162,8257,43177,64279,2015-12-01,9.01893770644604,9.91160452063808,11.0710038198514,10.6730863852564
"352","Bertelsmann Aviation GmbH",2015,12,10,2,247,0,2015-12-01,1.09861228866811,2.39789527279837,0,5.51342874616498
"353","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,1,503,99,2824,2184,2015-01-01,4.60517018598809,6.22257626807137,7.68937110752969,7.94626364358054
"354","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,2,647,113,3298,2492,2015-02-01,4.7361984483945,6.47389069635227,7.82124208352356,8.10137467122858
"355","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,3,440,70,1778,1350,2015-03-01,4.26267987704132,6.08904487544685,7.2086003379602,7.48380668766583
"356","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,4,870,151,4141,3849,2015-04-01,5.02388052084628,6.7696419768525,8.25582842728183,8.32893404195553
"357","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,5,621,96,1690,1953,2015-05-01,4.57471097850338,6.43294009273918,7.57763383260273,7.43307534889858
"358","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,6,685,103,3114,2606,2015-06-01,4.64439089914137,6.53087762772588,7.8659554139335,8.04398443122155
"359","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,7,729,148,5077,2773,2015-07-01,5.00394630594546,6.59304453414244,7.92804560087478,8.53267276226462
"360","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,8,882,177,4147,3268,2015-08-01,5.18178355029209,6.78332520060396,8.09223940672421,8.33038156934942
"361","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,9,673,68,2071,2830,2015-09-01,4.23410650459726,6.51323011091231,7.9483852851119,7.63626960337937
"362","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,10,808,133,2302,2368,2015-10-01,4.89783979995091,6.69579891705849,7.77022320415879,7.74196789982069
"363","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,11,315,52,1312,1164,2015-11-01,3.97029191355212,5.75574221358691,7.0604763659998,7.1800698743028
"364","Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",2015,12,306,22,500,809,2015-12-01,3.13549421592915,5.7268477475872,6.69703424766648,6.21660610108486
"365","Blue Jet SP Z o o",2015,1,28,9,5713,0,2015-01-01,2.30258509299405,3.36729582998647,0,8.65067458279072
"366","Blue Jet SP Z o o",2015,5,0,0,2238,0,2015-05-01,0,0,0,7.71378461659875
"367","Blue Jet SP Z o o",2015,6,0,0,1098,0,2015-06-01,0,0,0,7.00215595440362
"368","Blue Jet SP Z o o",2015,7,14,7,2197,0,2015-07-01,2.07944154167984,2.70805020110221,0,7.69530313496357
"369","Blue Jet SP Z o o",2015,8,13,3,2051,0,2015-08-01,1.38629436111989,2.63905732961526,0,7.62657020629066
"370","Blue Jet SP Z o o",2015,9,0,0,8,0,2015-09-01,0,0,0,2.19722457733622
"371","Blue Jet SP Z o o",2015,11,14,1,2205,0,2015-11-01,0.693147180559945,2.70805020110221,0,7.69893619981345
"372","Blue Jet SP Z o o",2015,12,0,0,104,0,2015-12-01,0,0,0,4.65396035015752
"373","Boutique Air",2015,1,2712,920,1104,22643,2015-01-01,6.82546003625531,7.90581031265893,10.0276501951565,7.00760061395185
"374","Boutique Air",2015,2,2640,1182,1104,21965,2015-02-01,7.07580886397839,7.87891291229713,9.99725108234829,7.00760061395185
"375","Boutique Air",2015,3,2968,1388,1104,24190,2015-03-01,7.23633934275434,7.99598047476376,10.0937359421461,7.00760061395185
"376","Boutique Air",2015,4,2880,1471,1104,25853,2015-04-01,7.29437729928882,7.96589273508453,10.1602206068439,7.00760061395185
"377","Boutique Air",2015,5,2896,1646,1104,24401,2015-05-01,7.40671073017764,7.97143099776935,10.1024203751353,7.00760061395185
"378","Boutique Air",2015,6,3744,1999,2410,33149,2015-06-01,7.60090245954208,8.22817689595132,10.408797995614,7.78779687818117
"379","Boutique Air",2015,7,5712,2663,4100,44983,2015-07-01,7.88758403166028,8.65049955872446,10.714062149972,8.31898612539206
"380","Boutique Air",2015,8,7536,3687,3582,51572,2015-08-01,8.21283958467648,8.92757950384347,10.8507535587096,8.18395571730495
"381","Boutique Air",2015,9,7400,3735,3582,50308,2015-09-01,8.22577079934873,8.90937040519747,10.8259392665238,8.18395571730495
"382","Boutique Air",2015,10,8320,4531,4485,58160,2015-10-01,8.4189186221479,9.02653771890043,10.9709703060073,8.40871671508015
"383","Boutique Air",2015,11,11064,5234,10475,78036,2015-11-01,8.56312212330464,9.31154225248515,11.2649383521734,9.2568422056276
"384","Boutique Air",2015,12,12512,5934,9583,85574,2015-12-01,8.68862230704377,9.43452338286506,11.3571484633984,9.16785032035523
"385","British Airways Plc",2015,3,331,310,263,0,2015-03-01,5.73979291217923,5.80513496891649,0,5.57594910314632
"386","British Airways Plc",2015,4,860,746,460,0,2015-04-01,6.61606518513282,6.75809450442773,0,6.13339804299665
"387","British Airways Plc",2015,5,715,670,1193,0,2015-05-01,6.50876913697168,6.57368016696065,0,7.08506429395255
"388","British Airways Plc",2015,6,1246,1193,538,0,2015-06-01,7.08506429395255,7.12849594568004,0,6.289715570909
"389","British Airways Plc",2015,7,1306,1192,2270,0,2015-07-01,7.08422642209792,7.17548971362422,0,7.72797554210556
